"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
5.589517120E-1,-1.103729606E0,3.054143190E-1,7.774317265E-1,1.384159325E0
5.609532780E-1,-1.104951382E0,3.011382520E-1,7.755991220E-1,1.383168754E0
5.629546110E-1,-1.108616590E0,3.011382520E-1,7.792642713E-1,1.388152656E0
5.649559770E-1,-1.115946889E0,2.986947894E-1,7.786534429E-1,1.393146518E0
5.669570430E-1,-1.120223045E0,2.999165058E-1,7.768208385E-1,1.395815245E0
5.689583760E-1,-1.123888135E0,2.925861180E-1,7.847620845E-1,1.401635725E0
5.709604420E-1,-1.128775120E0,2.931969762E-1,7.817077637E-1,1.403981754E0
5.729617750E-1,-1.134883761E0,2.919752598E-1,7.817077637E-1,1.408643934E0
5.749631080E-1,-1.146490216E0,2.895317972E-1,7.810969353E-1,1.417173560E0
5.769644740E-1,-1.140381575E0,2.895317972E-1,7.865946889E-1,1.415284424E0
5.789659740E-1,-1.151377201E0,2.803688347E-1,7.774317265E-1,1.417277754E0
5.809673070E-1,-1.156264067E0,2.791470885E-1,7.762099504E-1,1.420342063E0
5.829686730E-1,-1.159929156E0,2.767036557E-1,7.749882340E-1,1.422183998E0
5.849700060E-1,-1.164205313E0,2.754819095E-1,7.688795924E-1,1.422125213E0
5.869716720E-1,-1.164816141E0,2.773144841E-1,7.639926672E-1,1.420346705E0
5.889730050E-1,-1.168481350E0,2.767036557E-1,7.609383464E-1,1.421597955E0
5.909743380E-1,-1.168481350E0,2.748710215E-1,7.529970407E-1,1.417006453E0
5.929756710E-1,-1.167259693E0,2.779253423E-1,7.548297048E-1,1.417570305E0
5.949773370E-1,-1.172146559E0,2.852557302E-1,7.493318915E-1,1.420139666E0
5.969786700E-1,-1.176422596E0,2.858666182E-1,7.444450259E-1,1.421227724E0
5.989800360E-1,-1.175811768E0,2.907535434E-1,7.456666827E-1,1.422353591E0
6.009813690E-1,-1.175811768E0,2.944187224E-1,7.358928919E-1,1.418010594E0
6.029827020E-1,-1.181309581E0,3.054143190E-1,7.389472127E-1,1.426468792E0
6.049834350E-1,-1.185585618E0,3.035816848E-1,7.340602279E-1,1.427101789E0
6.069847680E-1,-1.186196446E0,3.090794981E-1,7.389472127E-1,1.431305393E0
6.089858010E-1,-1.189861655E0,3.237402737E-1,7.346711159E-1,1.435381542E0
6.109871670E-1,-1.185585618E0,3.231293857E-1,7.340602279E-1,1.431387535E0
6.129885000E-1,-1.189861655E0,3.310706615E-1,7.365037203E-1,1.437990359E0
6.149898330E-1,-1.189861655E0,3.384010196E-1,7.395580411E-1,1.441260596E0
6.169911990E-1,-1.192305088E0,3.414553404E-1,7.371146083E-1,1.442747767E0
6.189921990E-1,-1.191083431E0,3.548943698E-1,7.499427199E-1,1.451565995E0
6.209932990E-1,-1.195970297E0,3.610030115E-1,7.487210035E-1,1.456451601E0
6.229946650E-1,-1.192305088E0,3.701660037E-1,7.536079884E-1,1.458265851E0
6.249959980E-1,-1.201468110E0,3.817724586E-1,7.603274584E-1,1.472200283E0
6.269973310E-1,-1.201468110E0,3.884919882E-1,7.658252716E-1,1.476800593E0
6.289986970E-1,-1.211241961E0,4.013201296E-1,7.701013088E-1,1.490376113E0
6.309993300E-1,-1.221015692E0,4.104831219E-1,7.829294801E-1,1.507433011E0
6.330006630E-1,-1.222848415E0,4.190352261E-1,7.859838009E-1,1.512851382E0
6.350020290E-1,-1.226513505E0,4.275873303E-1,7.969793677E-1,1.523923363E0
6.370033620E-1,-1.233232975E0,4.324742854E-1,8.140836358E-1,1.539684950E0
6.390051280E-1,-1.237509131E0,4.404155314E-1,8.201922774E-1,1.548583244E0
6.410064940E-1,-1.244839430E0,4.544654191E-1,8.275226355E-1,1.562356469E0
6.430079270E-1,-1.249115586E0,4.599632025E-1,8.470703363E-1,1.577778201E0
6.450092600E-1,-1.255224228E0,4.703479111E-1,8.531790376E-1,1.588939738E0
6.470106260E-1,-1.259500265E0,4.764565825E-1,8.568441868E-1,1.596099544E0
6.490121590E-1,-1.268663168E0,4.843978286E-1,8.739484549E-1,1.614909716E0
6.510134920E-1,-1.269885063E0,4.874521494E-1,8.776136041E-1,1.618772161E0
6.530148580E-1,-1.272939324E0,4.966151118E-1,8.971613050E-1,1.634594598E0
6.550158580E-1,-1.270495892E0,4.947825372E-1,9.020482302E-1,1.634827385E0
6.570171910E-1,-1.265608907E0,4.953933954E-1,9.124329090E-1,1.636983303E0
6.590185240E-1,-1.261332870E0,4.996694326E-1,9.148764014E-1,1.636346229E0
6.610198570E-1,-1.261943698E0,5.008911490E-1,9.173198342E-1,1.638557145E0
6.630211900E-1,-1.261943698E0,5.027238131E-1,9.264828563E-1,1.644263851E0
6.650225230E-1,-1.256445885E0,5.015020370E-1,9.228176475E-1,1.637605864E0
6.670238560E-1,-1.256445885E0,5.088324547E-1,9.313697219E-1,1.644693372E0
6.690262220E-1,-1.251559138E0,5.106649995E-1,9.240393639E-1,1.637384428E0
6.710275550E-1,-1.238730788E0,5.106649995E-1,9.246501923E-1,1.627946770E0
6.730288880E-1,-1.237509131E0,5.143302083E-1,9.222067595E-1,1.626785087E0
6.750302540E-1,-1.231400490E0,5.192170739E-1,9.124329090E-1,1.618167899E0
6.770315870E-1,-1.215517998E0,5.241040587E-1,9.063242674E-1,1.604242109E0
6.790332530E-1,-1.216128945E0,5.228823423E-1,9.051025510E-1,1.603616595E0
6.810346190E-1,-1.210631132E0,5.222715139E-1,8.855548501E-1,1.588270337E0
6.830359520E-1,-1.206354976E0,5.271583796E-1,8.776136041E-1,1.582211719E0
6.850372850E-1,-1.193526864E0,5.277692080E-1,8.745592833E-1,1.570955331E0
6.870386510E-1,-1.191083431E0,5.375431180E-1,8.647854328E-1,1.566999103E0
6.890406840E-1,-1.188029051E0,5.357105136E-1,8.525680900E-1,1.557328202E0
6.910420170E-1,-1.189861655E0,5.412082672E-1,8.458486199E-1,1.556964044E0
6.930433830E-1,-1.191083431E0,5.436517596E-1,8.305769563E-1,1.550514449E0
6.950447160E-1,-1.189250708E0,5.485386252E-1,8.275226355E-1,1.549195140E0
6.970460490E-1,-1.188029051E0,5.460951924E-1,8.177488446E-1,1.542188756E0
6.990468150E-1,-1.184363842E0,5.491495132E-1,8.049206734E-1,1.533681906E0
7.010484480E-1,-1.187418222E0,5.467060804E-1,8.000336885E-1,1.532613283E0
7.030496810E-1,-1.195970297E0,5.552581549E-1,7.853729129E-1,1.534753134E0
7.050510470E-1,-1.192916036E0,5.546473265E-1,7.762099504E-1,1.527476419E0
7.070523800E-1,-1.192916036E0,5.552581549E-1,7.743774056E-1,1.526768042E0
7.090542130E-1,-1.197192073E0,5.589234233E-1,7.615491748E-1,1.524998819E0
7.110555790E-1,-1.197802901E0,5.583124757E-1,7.536079884E-1,1.521305233E0
7.130569120E-1,-1.197802901E0,5.619777441E-1,7.523862123E-1,1.522049864E0
7.150582450E-1,-1.203300714E0,5.607559681E-1,7.383363247E-1,1.519052466E0
7.170596110E-1,-1.210020304E0,5.589234233E-1,7.273407578E-1,1.518410059E0
7.190609440E-1,-1.212463617E0,5.577016473E-1,7.224538326E-1,1.517576585E0
7.210622770E-1,-1.218572259E0,5.546473265E-1,7.102364898E-1,1.515581696E0
7.230636430E-1,-1.221015692E0,5.607559681E-1,7.071821690E-1,1.518365304E0
7.250649760E-1,-1.225902677E0,5.577016473E-1,6.992409825E-1,1.517500066E0
7.270663090E-1,-1.228346229E0,5.491495132E-1,6.974083781E-1,1.515512485E0
7.290669420E-1,-1.227124333E0,5.479277968E-1,6.992409825E-1,1.514924735E0
7.310682750E-1,-1.233232975E0,5.387648344E-1,6.919105649E-1,1.513232086E0
7.330696080E-1,-1.232622147E0,5.271583796E-1,6.864127517E-1,1.506126083E0
7.350709410E-1,-1.237509131E0,5.179954171E-1,6.858019233E-1,1.506675937E0
7.370722740E-1,-1.234454870E0,5.094432831E-1,6.851910353E-1,1.500965703E0
7.390736400E-1,-1.241785169E0,4.905064702E-1,6.674759388E-1,1.492699277E0
7.410749730E-1,-1.239952683E0,4.874521494E-1,6.686977148E-1,1.490720929E0
7.430763060E-1,-1.243006945E0,4.679044485E-1,6.546477675E-1,1.480731082E0
7.450776720E-1,-1.241785169E0,4.544654191E-1,6.363218427E-1,1.467472218E0
7.470790050E-1,-1.247893810E0,4.459132850E-1,6.271588802E-1,1.466085223E0
7.490796380E-1,-1.243617773E0,4.300307930E-1,6.143307090E-1,1.452209995E0
7.510810040E-1,-1.249726415E0,4.104831219E-1,5.862308741E-1,1.440131641E0
7.530823370E-1,-1.252780795E0,4.019309878E-1,5.801222324E-1,1.437897786E0
7.550836700E-1,-1.258889437E0,3.884919882E-1,5.636288524E-1,1.432971082E0
7.570850360E-1,-1.260111213E0,3.628356457E-1,5.312529802E-1,1.414835575E0
7.590863690E-1,-1.257056832E0,3.530617952E-1,5.227008462E-1,1.406435454E0
7.610874020E-1,-1.263776422E0,3.353466690E-1,4.982663095E-1,1.399234629E0
7.630887680E-1,-1.269274116E0,3.310706615E-1,4.884924293E-1,1.399746197E0
7.650906680E-1,-1.270495892E0,3.133555353E-1,4.640578330E-1,1.388416787E0
7.670920010E-1,-1.279658794E0,2.950296104E-1,4.463427365E-1,1.387007909E0
7.690926670E-1,-1.280269623E0,2.907535434E-1,4.402340949E-1,1.384714407E0
7.710940000E-1,-1.282713175E0,2.687623799E-1,4.121342897E-1,1.373841686E0
7.730953330E-1,-1.286378384E0,2.547124922E-1,3.968626857E-1,1.370090432E0
7.750966990E-1,-1.289432764E0,2.437169105E-1,3.846453428E-1,1.367474616E0
