"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
6.699920060E-1,2.531425562E-3,1.448838115E-1,1.067425963E-2,1.452985436E-1
6.719933390E-1,8.640077896E-3,1.399968714E-1,-9.321803227E-4,1.402663320E-1
6.739946720E-1,9.250943549E-3,1.412186176E-1,-7.651698310E-3,1.417280014E-1
6.759960050E-1,1.597046107E-2,1.406077445E-1,-2.170159854E-2,1.431661720E-1
6.779973710E-1,1.841392182E-2,1.454946548E-1,-2.658852004E-2,1.490460214E-1
6.799986710E-1,2.757690102E-2,1.387751400E-1,-3.147544339E-2,1.449473301E-1
6.820000040E-1,3.490728512E-2,1.424403340E-1,-2.781025134E-2,1.492688091E-1
6.840013700E-1,3.612901270E-2,1.412186176E-1,-3.025371209E-2,1.488734046E-1
6.860026700E-1,5.567670241E-2,1.564902365E-1,-2.536679059E-2,1.680254843E-1
6.880037360E-1,7.766785473E-2,1.656532139E-1,-3.986506723E-3,1.830004786E-1
6.900049690E-1,9.232861549E-2,1.742053181E-1,2.733011032E-3,1.971789427E-1
6.920064350E-1,1.210392863E-1,1.876443624E-1,1.678291149E-2,2.239253931E-1
6.940079010E-1,1.546368748E-1,2.059703171E-1,3.694146499E-2,2.601941706E-1
6.960089340E-1,1.711302400E-1,2.090246379E-1,5.099136755E-2,2.749126732E-1
6.980102670E-1,1.980082989E-1,2.151332945E-1,5.587828904E-2,2.976776847E-1
7.000116330E-1,2.236646414E-1,2.230745554E-1,7.176078111E-2,3.239409495E-1
7.020132660E-1,2.352710813E-1,2.279614657E-1,7.542597502E-2,3.361666094E-1
7.040145990E-1,2.517644465E-1,2.310157865E-1,7.848030329E-2,3.505892014E-1
7.060159650E-1,2.658143342E-1,2.316266596E-1,8.153463155E-2,3.618785236E-1
7.080172980E-1,2.804751098E-1,2.359027267E-1,8.642154932E-2,3.765435803E-1
7.100186310E-1,2.981902063E-1,2.261288762E-1,8.458895236E-2,3.836755904E-1
7.120199970E-1,2.994119227E-1,2.267397493E-1,8.092375845E-2,3.841966528E-1
7.140220630E-1,3.061314523E-1,2.212419659E-1,8.153463155E-2,3.864095880E-1
7.160233630E-1,3.159053028E-1,2.041377276E-1,7.664770633E-2,3.838531530E-1
7.180246960E-1,3.128509820E-1,1.980290711E-1,7.420424372E-2,3.776208677E-1
7.200260620E-1,3.177378774E-1,1.894769520E-1,7.176078111E-2,3.768401302E-1
7.220274280E-1,3.110183775E-1,1.711509973E-1,6.198693812E-2,3.603713023E-1
7.240287610E-1,3.128509820E-1,1.680966765E-1,6.015434116E-2,3.602093479E-1
7.260300940E-1,3.110183775E-1,1.546576321E-1,5.587828904E-2,3.518150047E-1
7.280313940E-1,3.073531687E-1,1.375534236E-1,5.221309513E-2,3.407537556E-1
7.300327600E-1,3.030771315E-1,1.290012896E-1,5.099136755E-2,3.333124659E-1
7.320342930E-1,2.933032811E-1,1.247252449E-1,4.671530798E-2,3.221265612E-1
7.340355930E-1,2.871946394E-1,1.112862080E-1,4.976963252E-2,3.119974316E-1
7.360423930E-1,2.823077142E-1,1.057884246E-1,4.427184537E-2,3.047110641E-1
7.380436930E-1,2.713121474E-1,9.601458162E-2,5.404569209E-2,2.928310401E-1
7.400450260E-1,2.694795132E-1,9.112765640E-2,5.282396078E-2,2.893334212E-1
7.420463920E-1,2.645926178E-1,8.746246248E-2,4.427184537E-2,2.821682690E-1
7.440476920E-1,2.627600133E-1,8.379726857E-2,4.488271475E-2,2.794266718E-1
7.460490250E-1,2.609274387E-1,7.341256738E-2,4.182838649E-2,2.742665624E-1
7.480506580E-1,2.517644465E-1,6.424959004E-2,3.999579325E-2,2.628935332E-1
7.500519910E-1,2.499318570E-1,6.241698936E-2,3.999579325E-2,2.606942216E-1
7.520533240E-1,2.554296553E-1,5.753006786E-2,3.633059934E-2,2.643367738E-1
7.540545570E-1,2.499318570E-1,5.386487395E-2,3.510886803E-2,2.580697394E-1
7.560558900E-1,2.493209839E-1,5.325400829E-2,3.327627108E-2,2.571074729E-1
7.580579230E-1,2.511535883E-1,5.203228071E-2,3.510886803E-2,2.588785734E-1
7.600589560E-1,2.499318570E-1,4.653449357E-2,3.327627108E-2,2.563955976E-1
7.620602560E-1,2.542079091E-1,4.164757207E-2,3.449800611E-2,2.598966982E-1
7.640616220E-1,2.517644465E-1,4.225843400E-2,3.816319630E-2,2.581231127E-1
7.660629220E-1,2.426014692E-1,3.370632231E-2,3.205454350E-2,2.470204096E-1
7.680642550E-1,2.346602231E-1,2.943026461E-2,3.327627108E-2,2.388281202E-1
7.700656210E-1,2.371036857E-1,2.515420876E-2,3.694146499E-2,2.412790166E-1
7.720669540E-1,2.309950292E-1,2.820853703E-2,3.755233064E-2,2.357214513E-1
7.740675870E-1,2.279407084E-1,2.271074802E-2,3.999579325E-2,2.325347460E-1
7.760689530E-1,2.230537683E-1,1.354776975E-2,3.449800611E-2,2.261120033E-1
7.780702860E-1,2.083930224E-1,1.354776975E-2,3.083281405E-2,2.110967936E-1
7.800716190E-1,2.022843659E-1,1.049344335E-2,2.533502504E-2,2.041346138E-1
7.820729520E-1,1.937322468E-1,3.773925593E-3,3.571973369E-2,1.970338177E-1
7.840742850E-1,1.827366799E-1,-1.112996484E-3,2.411329374E-2,1.843241272E-1
7.860756180E-1,1.729628295E-1,-1.112996484E-3,2.350242995E-2,1.745558459E-1
7.880770180E-1,1.589129269E-1,-7.221648470E-3,2.044810355E-2,1.603857708E-1
7.900783840E-1,1.466956139E-1,-1.271943562E-2,1.678291149E-2,1.481993701E-1
7.920795500E-1,1.399760991E-1,-1.760635711E-2,1.433945075E-2,1.418058955E-1
7.940809160E-1,1.185958236E-1,-2.738020197E-2,1.556118112E-2,1.227061335E-1
7.960768160E-1,1.137088984E-1,-3.043452837E-2,6.398202386E-3,1.178851606E-1
7.980781820E-1,9.965899587E-2,-3.532144800E-2,5.176472012E-3,1.058598886E-1
8.000795820E-1,9.843727201E-2,-4.020837322E-2,3.954741638E-3,1.064060608E-1
8.020808820E-1,7.827872038E-2,-4.509529471E-2,-5.208237097E-3,9.048905681E-2
8.040822150E-1,7.766785473E-2,-5.486913770E-2,-5.208237097E-3,9.523677685E-2
8.060835810E-1,6.422881037E-2,-6.158865616E-2,-3.375641303E-3,8.904997250E-2
8.080849140E-1,5.873103067E-2,-6.830817461E-2,-1.131688990E-2,9.079324138E-2
8.100869470E-1,5.689843372E-2,-7.441682369E-2,-1.559294574E-2,9.496544300E-2
8.120883130E-1,5.689843372E-2,-8.235806972E-2,-2.170159854E-2,1.024267679E-1
8.140896130E-1,5.323324353E-2,-8.235806972E-2,-2.414505929E-2,1.009931372E-1
8.160909460E-1,4.590285942E-2,-8.846672624E-2,-3.025371209E-2,1.041571949E-1
8.180915790E-1,3.918334097E-2,-9.518624097E-2,-3.941668943E-2,1.102244532E-1
8.200931790E-1,4.040507227E-2,-9.152104706E-2,-3.452977166E-2,1.058346685E-1
8.220945120E-1,3.735074773E-2,-9.518624097E-2,-3.819496185E-2,1.091528925E-1
8.240958780E-1,3.490728512E-2,-9.579711407E-2,-3.941668943E-2,1.093127670E-1
8.260972110E-1,3.368555382E-2,-9.457537532E-2,-3.208630905E-2,1.053980521E-1
8.280985440E-1,3.246382251E-2,-9.091018885E-2,-3.025371209E-2,1.011624896E-1
8.300998770E-1,2.391170897E-2,-7.686029375E-2,-2.903198265E-2,8.556944897E-2
8.321014770E-1,2.207911387E-2,-7.808201760E-2,-2.658852004E-2,8.538874715E-2
8.341028100E-1,2.024651691E-2,-7.441682369E-2,-1.986900344E-2,7.964020588E-2
8.361041760E-1,9.250943549E-3,-6.097779050E-2,-1.925813779E-2,6.461228028E-2
8.381055090E-1,8.029213175E-3,-5.059308186E-2,-1.253862027E-2,5.273846030E-2
8.401068420E-1,8.796459588E-5,-4.143010452E-2,-4.597371910E-3,4.168449504E-2
8.421082080E-1,-6.631553173E-3,-4.020837322E-2,-7.040833123E-3,4.135533950E-2
8.441095410E-1,-1.744631212E-3,-2.799106762E-2,-5.208237097E-3,2.852488980E-2
8.461108740E-1,-9.075013921E-3,-1.638462767E-2,8.230798878E-3,2.045868891E-2
8.481119740E-1,-1.151847560E-2,-1.027597487E-2,2.733011032E-3,1.567610567E-2
8.501132740E-1,-2.355496399E-3,-5.999918561E-3,3.954741638E-3,7.562232967E-3
8.521157400E-1,-5.229006638E-4,9.882577695E-3,1.372858509E-2,1.692373528E-2
8.541170730E-1,-3.577226773E-3,8.049981669E-3,7.619933225E-3,1.164740909E-2
8.561184060E-1,-5.409822334E-3,1.660209708E-2,3.343876451E-3,1.777856335E-2
8.581197720E-1,-1.133765909E-3,2.087815292E-2,6.398202386E-3,2.186594815E-2
8.601210720E-1,-2.966361586E-3,2.271074802E-2,9.004153544E-4,2.292134648E-2
8.621224050E-1,-2.966361586E-3,2.393247746E-2,-9.484293871E-3,2.591359891E-2
8.641235050E-1,-5.229006638E-4,2.820853703E-2,-1.192775462E-2,3.063113313E-2
8.661248380E-1,-1.744631212E-3,2.759766951E-2,-8.873428218E-3,2.904157070E-2
8.681262040E-1,2.531425562E-3,3.553891927E-2,-1.009515859E-2,3.703154230E-2
8.701268370E-1,-6.631553173E-3,3.614978492E-2,-1.009515859E-2,3.811425815E-2
8.721282030E-1,-4.188092425E-3,3.981497511E-2,-5.819102284E-3,4.045533726E-2
8.741295360E-1,-2.966361586E-3,5.019968376E-2,-2.153910929E-3,5.033335755E-2
8.761308690E-1,-2.966361586E-3,5.081054941E-2,-2.153910929E-3,5.094262031E-2
8.781322020E-1,-2.966361586E-3,4.958881810E-2,-9.321803227E-4,4.968620676E-2
8.801335680E-1,6.988298264E-4,6.241698936E-2,5.787337199E-3,6.268861296E-2
8.821349680E-1,-3.577226773E-3,5.936266482E-2,1.372858509E-2,6.103438846E-2
8.841362680E-1,-6.631553173E-3,6.180612743E-2,1.495031640E-2,6.393345639E-2
8.861376010E-1,-1.151847560E-2,6.119525805E-2,1.372858509E-2,6.376526434E-2
8.881389670E-1,-1.151847560E-2,6.302785128E-2,1.739377715E-2,6.639072828E-2
8.901403330E-1,-7.853283547E-3,6.669304520E-2,2.716762200E-2,7.244112110E-2
